,AllCCS ID,Name,smiles,Formula,Adduct,m/z,CCS,Input
4964,AllCCS00234145,"18:2 (n-6)|18:2 omega-6|9,12-octadecadienoic acid|9,12-octadecanedienoic acid|9,12-octadecanedioic acid|hentriaconta-C-deuterio-octadeca-9,12-dienoic acid|linoleic acid|n-9,12-octadecanedioic acid",CCCCCC=CCC=CCCCCCCCC(=O)O,C18H32O2,[2M+Na-2H]-,581.4551,247.7,"18:2 (n-6)|18:2 omega-6|9,12-octadecadienoic acid|9,12-octadecanedienoic acid|9,12-octadecanedioic acid|hentriaconta-C-deuterio-octadeca-9,12-dienoic acid|linoleic acid|n-9,12-octadecanedioic acid"
4965,AllCCS00237742,7-hexadecenioic acid|7-Hexadecensaeure|Delta7-Hexadecensaeure|hexadec-7-enoic acid|Hexadec-7-ensaeure|Hexadecen-(7)-saeure-(1)|omega7-palmitoleic acid,CCCCCCCCC=CCCCCCC(=O)O,C16H30O2,[M+CH3COONa-H]-,335.2203,185.7,7-hexadecenioic acid|7-Hexadecensaeure|Delta7-Hexadecensaeure|hexadec-7-enoic acid|Hexadec-7-ensaeure|Hexadecen-(7)-saeure-(1)|omega7-palmitoleic acid
4966,AllCCS00237742,7-hexadecenioic acid|7-Hexadecensaeure|Delta7-Hexadecensaeure|hexadec-7-enoic acid|Hexadec-7-ensaeure|Hexadecen-(7)-saeure-(1)|omega7-palmitoleic acid,CCCCCCCCC=CCCCCCC(=O)O,C16H30O2,[2M+Na-2H]-,529.4238,235.7,7-hexadecenioic acid|7-Hexadecensaeure|Delta7-Hexadecensaeure|hexadec-7-enoic acid|Hexadec-7-ensaeure|Hexadecen-(7)-saeure-(1)|omega7-palmitoleic acid
4967,AllCCS00238175,"9-Keto-10,12-octadecadienoic acid|9-oxooctadec-10,12-dienoic acid",CCCCCC=CC=CC(=O)CCCCCCCC(=O)O,C18H30O3,[M+H]+,295.2268,184.5,"9-Keto-10,12-octadecadienoic acid|9-oxooctadec-10,12-dienoic acid"
4968,AllCCS00238175,"9-Keto-10,12-octadecadienoic acid|9-oxooctadec-10,12-dienoic acid",CCCCCC=CC=CC(=O)CCCCCCCC(=O)O,C18H30O3,[M+Na]+,317.2088,199.5,"9-Keto-10,12-octadecadienoic acid|9-oxooctadec-10,12-dienoic acid"
4969,AllCCS00238175,"9-Keto-10,12-octadecadienoic acid|9-oxooctadec-10,12-dienoic acid",CCCCCC=CC=CC(=O)CCCCCCCC(=O)O,C18H30O3,[M-H]-,293.2122,180.6,"9-Keto-10,12-octadecadienoic acid|9-oxooctadec-10,12-dienoic acid"
4970,AllCCS00240492,"8,11,14-eicosatrienoate|8,11,14-Eicosatriensaeure|Delta8.11.14-Eicosatriensaeure|eicosa-8,11,14-trienoic acid|Eicosa-8,11,14-triensaeure|n-Eicosa-8,11,14-triensaeure",CCCCCC=CCC=CCC=CCCCCCCC(=O)O,C20H34O2,[2M+Na-2H]-,633.4864,257.0,"8,11,14-eicosatrienoate|8,11,14-Eicosatriensaeure|Delta8.11.14-Eicosatriensaeure|eicosa-8,11,14-trienoic acid|Eicosa-8,11,14-triensaeure|n-Eicosa-8,11,14-triensaeure"
4971,AllCCS00244462,"1,3-di-O-caffeoylquinic acid|1,3-di-O-caffeylquinic acid|1,3-dicaffeoyl-quinic acid|1,3-O-dicaffeoylquinic acid|1,5-DiCQA|1,5-O-dicaffeoylquinic acid|cynarin",C1C(C(C(CC1(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O)O,C25H24O12,[M+Na]+,539.1161,252.0,"1,3-di-O-caffeoylquinic acid|1,3-di-O-caffeylquinic acid|1,3-dicaffeoyl-quinic acid|1,3-O-dicaffeoylquinic acid|1,5-DiCQA|1,5-O-dicaffeoylquinic acid|cynarin"
4972,AllCCS00248118,"(10R)-17c-Hydroxy-3c-acetoxy-10r.13c-dimethyl-(8cH.9tH.14tH)-Delta5-tetradecahydro-1H-cyclopenta[a]phenanthren|17beta-hydroxyandrost-5-en-3beta-yl acetate|3beta-acetoxy-16beta-hydroxy-androst-5-ene|3beta-acetoxy-17beta-hydroxy-androst-5-ene|3beta-acetoxy-17beta-hydroxyandrost-5-ene|3beta-acetoxy-androst-5-en-17beta-ol|3??-Acetoxy-17??-hydroxy-androst-5-ene|Delta5-androstan-3beta,17beta-diol-3-acetate",CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4O)C)C,C21H32O3,[M-CH3COOH+H]+,273.2213,168.4,"(10R)-17c-Hydroxy-3c-acetoxy-10r.13c-dimethyl-(8cH.9tH.14tH)-Delta5-tetradecahydro-1H-cyclopenta[a]phenanthren|17beta-hydroxyandrost-5-en-3beta-yl acetate|3beta-acetoxy-16beta-hydroxy-androst-5-ene|3beta-acetoxy-17beta-hydroxy-androst-5-ene|3beta-acetoxy-17beta-hydroxyandrost-5-ene|3beta-acetoxy-androst-5-en-17beta-ol|3??-Acetoxy-17??-hydroxy-androst-5-ene|Delta5-androstan-3beta,17beta-diol-3-acetate"
4973,AllCCS00248118,"(10R)-17c-Hydroxy-3c-acetoxy-10r.13c-dimethyl-(8cH.9tH.14tH)-Delta5-tetradecahydro-1H-cyclopenta[a]phenanthren|17beta-hydroxyandrost-5-en-3beta-yl acetate|3beta-acetoxy-16beta-hydroxy-androst-5-ene|3beta-acetoxy-17beta-hydroxy-androst-5-ene|3beta-acetoxy-17beta-hydroxyandrost-5-ene|3beta-acetoxy-androst-5-en-17beta-ol|3??-Acetoxy-17??-hydroxy-androst-5-ene|Delta5-androstan-3beta,17beta-diol-3-acetate",CC(=O)OC1CCC2(C3CCC4(C(C3CC=C2C1)CCC4O)C)C,C21H32O3,[M-CH3COOH-H2O+H]+,255.2108,163.1,"(10R)-17c-Hydroxy-3c-acetoxy-10r.13c-dimethyl-(8cH.9tH.14tH)-Delta5-tetradecahydro-1H-cyclopenta[a]phenanthren|17beta-hydroxyandrost-5-en-3beta-yl acetate|3beta-acetoxy-16beta-hydroxy-androst-5-ene|3beta-acetoxy-17beta-hydroxy-androst-5-ene|3beta-acetoxy-17beta-hydroxyandrost-5-ene|3beta-acetoxy-androst-5-en-17beta-ol|3??-Acetoxy-17??-hydroxy-androst-5-ene|Delta5-androstan-3beta,17beta-diol-3-acetate"
4974,AllCCS00248769,"5,8,11,14,17-eicosapentaenic acid|5,8,11,14,17-eicosapentaenoic acid|DHA|docosahexaenoic acid|eicosapenta-5,8,11,14,17-enoic acid|eicosapentaenoic acid|eicosapentanoic acid",CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O,C20H30O2,[2M+Na-2H]-,625.4238,252.0,"5,8,11,14,17-eicosapentaenic acid|5,8,11,14,17-eicosapentaenoic acid|DHA|docosahexaenoic acid|eicosapenta-5,8,11,14,17-enoic acid|eicosapentaenoic acid|eicosapentanoic acid"
4975,AllCCS00253061,"5,8,11,14-eicosatetraenoic acid|all cis-5,8,11,14-eicosatetraenoic acid|arachidonic acid|Eicosa-5,8,11,14-tetraensaeure|eicosatetraen-(5.8.11.14)-oic acid|Eicosatetraen-(5.8.11.14)-saeure|eicosatetranoic acid",CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,C20H32O2,[2M-H]-,607.4732,249.7,"5,8,11,14-eicosatetraenoic acid|all cis-5,8,11,14-eicosatetraenoic acid|arachidonic acid|Eicosa-5,8,11,14-tetraensaeure|eicosatetraen-(5.8.11.14)-oic acid|Eicosatetraen-(5.8.11.14)-saeure|eicosatetranoic acid"
4976,AllCCS00253061,"5,8,11,14-eicosatetraenoic acid|all cis-5,8,11,14-eicosatetraenoic acid|arachidonic acid|Eicosa-5,8,11,14-tetraensaeure|eicosatetraen-(5.8.11.14)-oic acid|Eicosatetraen-(5.8.11.14)-saeure|eicosatetranoic acid",CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,C20H32O2,[2M+Na-2H]-,629.4551,254.2,"5,8,11,14-eicosatetraenoic acid|all cis-5,8,11,14-eicosatetraenoic acid|arachidonic acid|Eicosa-5,8,11,14-tetraensaeure|eicosatetraen-(5.8.11.14)-oic acid|Eicosatetraen-(5.8.11.14)-saeure|eicosatetranoic acid"
4977,AllCCS00253076,"6,9,12,15-n-octadecatetraenoic acid|6,9,12,15-octadecatetraenoic acid",CCC=CCC=CCC=CCC=CCCCCC(=O)O,C18H28O2,[2M+Na-2H]-,573.3925,241.4,"6,9,12,15-n-octadecatetraenoic acid|6,9,12,15-octadecatetraenoic acid"
4978,AllCCS00260646,"(+-)-7,8,3',4'-Tetrahydroxyflavanon|(-)3',4',7,8-tetraydroxyflavanone|(??)-form-Isookanin|2-(3,4-Dihydroxy-phenyl)-7,8-dihydroxy-chroman-4-on|2-(3,4-dihydroxy-phenyl)-7,8-dihydroxy-chroman-4-one|7,8,3',4'-tetrahydroxydihydroflavanone|Isookanin",C1C(OC2=C(C1=O)C=CC(=C2O)O)C3=CC(=C(C=C3)O)O,C15H12O6,[M-H]-,287.0561,164.3,"(+-)-7,8,3',4'-Tetrahydroxyflavanon|(-)3',4',7,8-tetraydroxyflavanone|(??)-form-Isookanin|2-(3,4-Dihydroxy-phenyl)-7,8-dihydroxy-chroman-4-on|2-(3,4-dihydroxy-phenyl)-7,8-dihydroxy-chroman-4-one|7,8,3',4'-tetrahydroxydihydroflavanone|Isookanin"
4979,AllCCS00264408,"2',3,3,4',6'-pentahydroxy-3'-C-beta-D-glucopyranosyldihydrochalcone|2',3,4,4',6'-pentahydroxydihydrochalcone-3'-C-glucoside|3'-C-fl-D-glucopyranosyl-2',3,4,4'-6'-pentahydroxydihydrochalcone|3-(3,4-dihydroxyphenyl)-1-(3-beta-D-glucopyranosyl-2,4,6-trihydroxyphenyl)-1-propanone|aspalathin|aspalathine",C1=CC(=C(C=C1CCC(=O)C2=C(C=C(C(=C2O)C3C(C(C(C(O3)CO)O)O)O)O)O)O)O,C21H24O11,[M-H]-,451.1246,193.4,"2',3,3,4',6'-pentahydroxy-3'-C-beta-D-glucopyranosyldihydrochalcone|2',3,4,4',6'-pentahydroxydihydrochalcone-3'-C-glucoside|3'-C-fl-D-glucopyranosyl-2',3,4,4'-6'-pentahydroxydihydrochalcone|3-(3,4-dihydroxyphenyl)-1-(3-beta-D-glucopyranosyl-2,4,6-trihydroxyphenyl)-1-propanone|aspalathin|aspalathine"
4980,AllCCS00271696,7-O-beta-D-glucopyranosyl-kaempferol|kaempferol 3-beta-D-glucopyranoside|kaempferol 3-O-beta-D-glucopyranoside|kaempferol 7-O-beta-D-glucopyranoside|kaempferol 7-O-beta-glucopyranoside|Kaempferol 7-O-??-D-glucopyranoside|kaempferol-7-O-beta-D-glucopyranoside|Kaempferol-7-O-glucoside|Populnin,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,C21H20O11,[M-H]-,447.0933,208.3,7-O-beta-D-glucopyranosyl-kaempferol|kaempferol 3-beta-D-glucopyranoside|kaempferol 3-O-beta-D-glucopyranoside|kaempferol 7-O-beta-D-glucopyranoside|kaempferol 7-O-beta-glucopyranoside|Kaempferol 7-O-??-D-glucopyranoside|kaempferol-7-O-beta-D-glucopyranoside|Kaempferol-7-O-glucoside|Populnin
4981,AllCCS00281083,"4'-Me ether-4',7-Dihydroxyflavone|4'-Methoxy-7-hydroxyflavone|7-Hydroxy-2-(4-methoxy-phenyl)-chromen-4-on|7-hydroxy-2-(4-methoxy-phenyl)-chromen-4-one|7-hydroxy-2-(4-methoxyphenyl)-4-benzopyrone|7-hydroxy-4'-methoxyflavone|7-hydroxy-4?-methoxyflavone|pratol",COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(C=C3)O,C16H12O4,[M-H]-,267.0663,164.9,"4'-Me ether-4',7-Dihydroxyflavone|4'-Methoxy-7-hydroxyflavone|7-Hydroxy-2-(4-methoxy-phenyl)-chromen-4-on|7-hydroxy-2-(4-methoxy-phenyl)-chromen-4-one|7-hydroxy-2-(4-methoxyphenyl)-4-benzopyrone|7-hydroxy-4'-methoxyflavone|7-hydroxy-4?-methoxyflavone|pratol"
4982,AllCCS00288933,T2 Toxin,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C,C24H34O9,[M+Na]+,489.2096,212.5,T2 Toxin
4983,AllCCS00292982,"Estradiol enanthate,USAN,INN",CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,C25H36O3,[M+Na]+,407.2557,225.1,"Estradiol enanthate,USAN,INN"
4984,AllCCS00292982,"Estradiol enanthate,USAN,INN",CCCCCCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C,C25H36O3,[2M+Na]+,791.5222,302.4,"Estradiol enanthate,USAN,INN"
4985,AllCCS00300989,"(??)-Aflatoxin|2,3,6alpha,9alpha-tetrahydro-4-methoxycyclopenta[c]furo[2',3':4,5]furo[2,3-h]chromene-1,11-dione|2,3,6alpha,9alpha-tetrahydro-4-methoxycyclopenta[c]furo[2,3:4,5]furo[2,3-h]chromene-1,11-dione|AFB1|Aflatoxin B(1)|Aflatoxin B1|[3H]-Aflatoxin B1",COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,C17H12O6,[M+Na]+,335.0527,178.3,"(??)-Aflatoxin|2,3,6alpha,9alpha-tetrahydro-4-methoxycyclopenta[c]furo[2',3':4,5]furo[2,3-h]chromene-1,11-dione|2,3,6alpha,9alpha-tetrahydro-4-methoxycyclopenta[c]furo[2,3:4,5]furo[2,3-h]chromene-1,11-dione|AFB1|Aflatoxin B(1)|Aflatoxin B1|[3H]-Aflatoxin B1"
4986,AllCCS00300989,"(??)-Aflatoxin|2,3,6alpha,9alpha-tetrahydro-4-methoxycyclopenta[c]furo[2',3':4,5]furo[2,3-h]chromene-1,11-dione|2,3,6alpha,9alpha-tetrahydro-4-methoxycyclopenta[c]furo[2,3:4,5]furo[2,3-h]chromene-1,11-dione|AFB1|Aflatoxin B(1)|Aflatoxin B1|[3H]-Aflatoxin B1",COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4C5C=COC5OC4=C1,C17H12O6,[M-H]-,311.0561,172.3,"(??)-Aflatoxin|2,3,6alpha,9alpha-tetrahydro-4-methoxycyclopenta[c]furo[2',3':4,5]furo[2,3-h]chromene-1,11-dione|2,3,6alpha,9alpha-tetrahydro-4-methoxycyclopenta[c]furo[2,3:4,5]furo[2,3-h]chromene-1,11-dione|AFB1|Aflatoxin B(1)|Aflatoxin B1|[3H]-Aflatoxin B1"
4987,AllCCS00302628,"(S)-2-Amino-3,3-dimethylbutanoic acid|(??)-2-Amino-3,3-dimethylbutanoic acid|2-Amino-3,3-dimethylbutanoic acid",CC(C)(C)C(C(=O)O)N,C6H13NO2,[M+H]+,132.1019,132.4,"(S)-2-Amino-3,3-dimethylbutanoic acid|(??)-2-Amino-3,3-dimethylbutanoic acid|2-Amino-3,3-dimethylbutanoic acid"
4988,AllCCS00306686,Fusarenon X|Fusarenone X,CC1=CC2C(C(C1=O)O)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)CO,C17H22O8,[M+Na]+,377.1208,185.0,Fusarenon X|Fusarenone X
4989,AllCCS00306686,Fusarenon X|Fusarenone X,CC1=CC2C(C(C1=O)O)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)CO,C17H22O8,[M+HCOO]-,399.1297,181.0,Fusarenon X|Fusarenone X
4990,AllCCS00327476,"2'-methoxy-5,7-dihydroxyflavone|2'-methoxychrysin|5,7-Dihydroxy-2'-methoxyflavon|5,7-dihydroxy-2'-methoxyflavone|5,7-Dihydroxy-2-(2-methoxy-phenyl)-chromen-4-on|5,7-dihydroxy-2-(2-methoxy-phenyl)-chromen-4-one",COC1=CC=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O,C16H12O5,[M-H]-,283.0612,166.8,"2'-methoxy-5,7-dihydroxyflavone|2'-methoxychrysin|5,7-Dihydroxy-2'-methoxyflavon|5,7-dihydroxy-2'-methoxyflavone|5,7-Dihydroxy-2-(2-methoxy-phenyl)-chromen-4-on|5,7-dihydroxy-2-(2-methoxy-phenyl)-chromen-4-one"
4991,AllCCS00336536,"naphthalene-2,6-diol",C1=CC2=C(C=CC(=C2)O)C=C1O,C10H8O2,[M-H]-,159.0451,137.5,"naphthalene-2,6-diol"
4992,AllCCS00343103,"2-(2,4-dihydroxyphenyl)-3,6-dihydroxy-chromone",C1=CC(=C(C=C1O)O)C2=C(C(=O)C3=C(O2)C=CC(=C3)O)O,C15H10O6,[M-H]-,285.0404,161.5,"2-(2,4-dihydroxyphenyl)-3,6-dihydroxy-chromone"
4993,AllCCS00343104,"2-(3,4-dihydroxyphenyl)-3,6-dihydroxy-chromone",C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C=CC(=C3)O)O)O)O,C15H10O6,[M-H]-,285.0404,162.2,"2-(3,4-dihydroxyphenyl)-3,6-dihydroxy-chromone"
4994,AllCCS00346815,"1-(1,3-benzodioxol-5-yl)-2-(dimethylamino)propan-1-one",CC(C(=O)C1=CC2=C(C=C1)OCO2)N(C)C,C12H15NO3,[M+H]+,222.1125,149.5,"1-(1,3-benzodioxol-5-yl)-2-(dimethylamino)propan-1-one"
4995,AllCCS00360784,"D-Fructose 1,6-bisphosphate",C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O,C6H14O12P2,[M-H]-,338.9887,155.9,"D-Fructose 1,6-bisphosphate"
4996,AllCCS00370548,Androstanediol,CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O,C19H32O2,[M-H2O+H]+,275.2369,172.7,Androstanediol
4997,AllCCS00370548,Androstanediol,CC12CCC(CC1CCC3C2CCC4(C3CCC4O)C)O,C19H32O2,[M+H-2H2O]+,257.2263,165.5,Androstanediol
4998,AllCCS00376659,(4-amino-6-chloro-s-triazin-2-yl)-tert-butyl-amine,CC(C)(C)NC1=NC(=NC(=N1)N)Cl,C7H12N5Cl,[M+H]+,202.0854,144.7,(4-amino-6-chloro-s-triazin-2-yl)-tert-butyl-amine
4999,AllCCS00376683,"1,2,3,4,5-pentachloro-6-(2,3,4,5-tetrachlorophenyl)benzene",C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl,C12HCl9,[M-Cl+O]-,440.7541,183.5,"1,2,3,4,5-pentachloro-6-(2,3,4,5-tetrachlorophenyl)benzene"
5000,AllCCS00376684,"1,2,3,4,5-pentachloro-6-(2,3,4,6-tetrachlorophenyl)benzene",C1=C(C(=C(C(=C1Cl)Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl,C12HCl9,[M-Cl+O]-,440.7541,181.7,"1,2,3,4,5-pentachloro-6-(2,3,4,6-tetrachlorophenyl)benzene"
5001,AllCCS00376685,"1,2,3,4,5-pentachloro-6-(2,3,5,6-tetrachlorophenyl)benzene",C1=C(C(=C(C(=C1Cl)Cl)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)Cl)Cl)Cl,C12HCl9,[M-Cl+O]-,440.7541,182.1,"1,2,3,4,5-pentachloro-6-(2,3,5,6-tetrachlorophenyl)benzene"
5002,AllCCS00378675,2-(tert-butylamino)-6-(ethylamino)-1H-s-triazin-4-one,CCNC1=NC(=O)NC(=N1)NC(C)(C)C,C9H17N5O,[M+H]+,212.1506,153.1,2-(tert-butylamino)-6-(ethylamino)-1H-s-triazin-4-one
5003,AllCCS00378675,2-(tert-butylamino)-6-(ethylamino)-1H-s-triazin-4-one,CCNC1=NC(=O)NC(=N1)NC(C)(C)C,C9H17N5O,[M-H]-,210.136,155.7,2-(tert-butylamino)-6-(ethylamino)-1H-s-triazin-4-one
5004,AllCCS00399221,2-(4-chlorophenyl)-2-hydroxy-acetic acid,C1=CC(=CC=C1C(C(=O)O)O)Cl,C8H7O3Cl,[M-H]-,185.0011,135.6,2-(4-chlorophenyl)-2-hydroxy-acetic acid
5005,AllCCS00404156,Mephosfolan,CCOP(=O)(N=C1SCC(S1)C)OCC,C8H16NO3PS2,[M+H]+,270.0382,153.7,Mephosfolan
5006,AllCCS00404156,Mephosfolan,CCOP(=O)(N=C1SCC(S1)C)OCC,C8H16NO3PS2,[M+Na]+,292.0202,168.7,Mephosfolan
5007,AllCCS00410044,Lithocholate,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M+Na]+,399.287,196.5,Lithocholate
5008,AllCCS00410044,Lithocholate,CC(CCC(=O)O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C,C24H40O3,[M-H]-,375.2904,214.8,Lithocholate
5009,AllCCS00415922,"5,6-DHET",CCCCCC=CCC=CCC=CCC(C(CCCC(=O)O)O)O,C20H34O4,[2M-H]-,675.4841,261.4,"5,6-DHET"
5010,AllCCS00415922,"5,6-DHET",CCCCCC=CCC=CCC=CCC(C(CCCC(=O)O)O)O,C20H34O4,[2M+Na-2H]-,697.466,266.5,"5,6-DHET"
5011,AllCCS00415937,Diol,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C)O,C21H36O2,[M+H-2H2O]+,285.2576,175.6,Diol
5012,AllCCS00417084,"2,4-dibromo-1-(2-bromophenoxy)benzene",C1=CC=C(C(=C1)OC2=C(C=C(C=C2)Br)Br)Br,C12H7OBr3,[M-Br+O]-,340.8818,160.6,"2,4-dibromo-1-(2-bromophenoxy)benzene"
5013,AllCCS00423307,9(10)-EpOME,CCCCCC=CCC1C(O1)CCCCCCCC(=O)O,C18H32O3,[2M+Na-2H]-,613.4449,251.0,9(10)-EpOME
5014,AllCCS00424314,"1,2,4-trichloro-5-phenyl-benzene",C1=CC=C(C=C1)C2=CC(=C(C=C2Cl)Cl)Cl,C12H7Cl3,[M-Cl+O]-,236.9879,150.7,"1,2,4-trichloro-5-phenyl-benzene"
5015,AllCCS00425264,Rotenone,CC(=C)C1CC2=C(O1)C=CC3=C2OC4COC5=CC(=C(C=C5C4C3=O)OC)OC,C23H22O6,[M+H]+,395.1489,195.0,Rotenone
5016,AllCCS00426018,"2,6-dichloro-4-(2,3,4,5-tetrachlorophenyl)phenol",C1=C(C=C(C(=C1Cl)O)Cl)C2=CC(=C(C(=C2Cl)Cl)Cl)Cl,C12H4OCl6,[M-H]-,372.832,175.3,"2,6-dichloro-4-(2,3,4,5-tetrachlorophenyl)phenol"
5017,AllCCS00437230,Hexythiazox,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,C17H21N2O2SCl,[M+H]+,353.1085,184.4,Hexythiazox
5018,AllCCS00437230,Hexythiazox,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,C17H21N2O2SCl,[M+Na]+,375.0905,199.7,Hexythiazox
5019,AllCCS00437230,Hexythiazox,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,C17H21N2O2SCl,[M+Cl]-,387.0706,195.8,Hexythiazox
5020,AllCCS00445645,4-chloro-2-phenyl-phenol,C1=CC=C(C=C1)C2=C(C=CC(=C2)Cl)O,C12H9OCl,[M-H]-,203.0269,144.0,4-chloro-2-phenyl-phenol
5021,AllCCS00453477,(4-amino-6-methoxy-s-triazin-2-yl)-tert-butyl-amine,CC(C)(C)NC1=NC(=NC(=N1)N)OC,C8H15N5O,[M+H]+,198.135,146.1,(4-amino-6-methoxy-s-triazin-2-yl)-tert-butyl-amine
5022,AllCCS00458598,Aldicarb,CC(C)(C=NOC(=O)NC)SC,C7H14N2O2S,[M+Na]+,213.0669,146.9,Aldicarb
5023,AllCCS00460892,"1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene",C1=CC(=C(C=C1Cl)C2=CC(=C(C=C2Cl)Cl)Cl)Cl,C12H5Cl5,[M-Cl+O]-,304.9099,162.6,"1,2,4-trichloro-5-(2,5-dichlorophenyl)benzene"
5024,AllCCS00467887,Sakuranetin,COC1=CC(=C2C(=O)CC(OC2=C1)C3=CC=C(C=C3)O)O,C16H14O5,[M-H]-,285.0768,168.1,Sakuranetin
5025,AllCCS00469966,"2,6-bis(ethylamino)-1H-s-triazin-4-one",CCNC1=NC(=NC(=O)N1)NCC,C7H13N5O,[M+H]+,184.1193,141.3,"2,6-bis(ethylamino)-1H-s-triazin-4-one"
5026,AllCCS00469966,"2,6-bis(ethylamino)-1H-s-triazin-4-one",CCNC1=NC(=NC(=O)N1)NCC,C7H13N5O,[M-H]-,182.1047,143.6,"2,6-bis(ethylamino)-1H-s-triazin-4-one"
5027,AllCCS00482961,2-chloro-4-phenyl-phenol,C1=CC=C(C=C1)C2=CC(=C(C=C2)O)Cl,C12H9OCl,[M-H]-,203.0269,146.5,2-chloro-4-phenyl-phenol
5028,AllCCS00498545,5-HETE,CCCCCC=CCC=CCC=CC=CC(CCCC(=O)O)O,C20H32O3,[2M-H]-,639.463,257.4,5-HETE
5029,AllCCS00498545,5-HETE,CCCCCC=CCC=CCC=CC=CC(CCCC(=O)O)O,C20H32O3,[2M+Na-2H]-,661.4449,261.4,5-HETE
5030,AllCCS00530339,9-methylanthracene,CC1=C2C=CC=CC2=CC3=CC=CC=C13,C15H12,[M+H]+,193.1012,138.6,9-methylanthracene
5031,AllCCS00537369,"4-(2,3,5,6-tetrachlorophenyl)phenol",C1=CC(=CC=C1C2=C(C(=CC(=C2Cl)Cl)Cl)Cl)O,C12H6OCl4,[M-H]-,304.91,164.0,"4-(2,3,5,6-tetrachlorophenyl)phenol"
5032,AllCCS00547155,2-(dimethylamino)-1-phenyl-propan-1-one,CC(C(=O)C1=CC=CC=C1)N(C)C,C11H15NO,[M+H]+,178.1227,139.2,2-(dimethylamino)-1-phenyl-propan-1-one
5033,AllCCS00550653,12-Keto-LTB4,CCCCCC=CCC(=O)C=CC=CC=CC(CCCC(=O)O)O,C20H30O4,[M-H]-,333.2071,182.4,12-Keto-LTB4
5034,AllCCS00566151,"11,12-EET",CCCCCC=CCC1C(O1)CC=CCC=CCCCC(=O)O,C20H32O3,[2M+Na-2H]-,661.4449,257.9,"11,12-EET"
5035,AllCCS00573656,"5,6-EET",CCCCCC=CCC=CCC=CCC1C(O1)CCCC(=O)O,C20H32O3,[2M+Na-2H]-,661.4449,259.1,"5,6-EET"
5036,AllCCS00574758,"1,2,3-tribromo-4-(2,4,5-tribromophenoxy)benzene",C1=CC(=C(C(=C1OC2=CC(=C(C=C2Br)Br)Br)Br)Br)Br,C12H4OBr6,[M-Br+O]-,574.6133,184.9,"1,2,3-tribromo-4-(2,4,5-tribromophenoxy)benzene"
5037,AllCCS00580961,11(R)-HETE,CCCCCC=CC=CC(CC=CCC=CCCCC(=O)O)O,C20H32O3,[2M-H]-,639.463,257.5,11(R)-HETE
5038,AllCCS00580961,11(R)-HETE,CCCCCC=CC=CC(CC=CCC=CCCCC(=O)O)O,C20H32O3,[M+CH3COONa-H]-,401.2309,197.3,11(R)-HETE
5039,AllCCS00580961,11(R)-HETE,CCCCCC=CC=CC(CC=CCC=CCCCC(=O)O)O,C20H32O3,[2M+Na-2H]-,661.4449,258.6,11(R)-HETE
5040,AllCCS00596065,"1,2-dibromo-4-(2,4-dibromophenoxy)benzene",C1=CC(=C(C=C1OC2=C(C=C(C=C2)Br)Br)Br)Br,C12H6OBr4,[M-Br+O]-,418.7923,170.3,"1,2-dibromo-4-(2,4-dibromophenoxy)benzene"
